states,year,quarter,trans_type,trans_counts,amount
Punjab,2020,1,Financial Services,17924,10987850.96
Punjab,2020,1,Others,87082,49442411.67
Punjab,2020,2,Recharge & bill payments,6064807,3089758241.13
Punjab,2020,2,Peer-to-peer payments,5639212,25074384847.5
Punjab,2020,2,Merchant payments,2290868,2058898904.36
Punjab,2020,2,Financial Services,23314,23704957.88
Punjab,2020,2,Others,63093,37907301.35
Punjab,2020,3,Peer-to-peer payments,7354451,32477438924.48
Punjab,2020,3,Recharge & bill payments,5478668,4066750820.64
Punjab,2020,3,Merchant payments,4261548,3490665357.29
Punjab,2020,3,Financial Services,32390,42060249.33
Punjab,2020,3,Others,82516,46176796.08
Punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83
Punjab,2020,4,Merchant payments,7144295,6142380827.11
Punjab,2020,4,Recharge & bill payments,6072201,4201551869.95
Punjab,2020,4,Financial Services,38820,51677182.32
Punjab,2020,4,Others,133204,92887343.34
Punjab,2021,1,Peer-to-peer payments,10951083,46908632143.32
Punjab,2021,1,Merchant payments,9333364,7651004598.91
Punjab,2021,1,Recharge & bill payments,6332928,3980874403.28
Punjab,2021,1,Financial Services,43094,52009482.41
Punjab,2021,1,Others,110366,98366463.19
Punjab,2021,2,Peer-to-peer payments,13180933,55282486111.3
Punjab,2021,2,Merchant payments,11225598,9710508482.44
Punjab,2021,2,Recharge & bill payments,7591039,4370756868.52
Punjab,2021,2,Financial Services,46218,53309051.07
Punjab,2021,2,Others,127460,113998049.29
Punjab,2021,3,Peer-to-peer payments,17024782,66149902036.36
Punjab,2021,3,Merchant payments,16837685,14103740968.54
Punjab,2021,3,Recharge & bill payments,8465739,5540272095.27
Punjab,2021,3,Financial Services,43789,63576666.59
Punjab,2021,3,Others,161494,135069073.84
Punjab,2021,4,Merchant payments,22669743,20753662875.55
Punjab,2021,4,Peer-to-peer payments,20663881,83611403637.32
Punjab,2021,4,Recharge & bill payments,8765579,6107473171.94
Punjab,2021,4,Financial Services,58581,86356456.6
Punjab,2021,4,Others,201576,151230100.59
Punjab,2022,1,Merchant payments,25979197,23217511696.82
Punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52
Punjab,2022,1,Recharge & bill payments,9188439,6317909908.65
Punjab,2022,1,Financial Services,57561,83933665.01
Punjab,2022,1,Others,178159,125418506.96
Punjab,2022,2,Merchant payments,35941880,28585688543.69
Punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26
Punjab,2022,2,Recharge & bill payments,10161030,7652499714.01
Punjab,2022,2,Financial Services,50483,57234782.46
Punjab,2022,2,Others,167081,111934787.8
Punjab,2022,3,Merchant payments,43089589,32370885165.31
Punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87
Punjab,2022,3,Recharge & bill payments,11017816,9119649328.79
Punjab,2022,3,Financial Services,57979,68249938.54
Punjab,2022,3,Others,149921,107280498.84
Punjab,2022,4,Merchant payments,48358802,38162493193.41
Punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99
Punjab,2022,4,Recharge & bill payments,10895208,9248445985.68
Punjab,2022,4,Financial Services,62809,72160390.23
Punjab,2022,4,Others,141255,111559653.62
Rajasthan,2018,1,Recharge & bill payments,4305940,868358581.17
Rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.66
Rajasthan,2018,1,Financial Services,202537,37125466.5
Rajasthan,2018,1,Merchant payments,184127,201212697.26
Rajasthan,2018,1,Others,358428,271943533.13
Rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.11
Rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.42
Rajasthan,2018,2,Merchant payments,345752,342809667.59
Rajasthan,2018,2,Financial Services,279471,52145152.94
Rajasthan,2018,2,Others,289826,311536696.7
Rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14
Rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.94
Rajasthan,2018,3,Merchant payments,711240,445504998.0
Rajasthan,2018,3,Financial Services,230083,30185982.18
Rajasthan,2018,3,Others,300323,302431358.95
Rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.68
Rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.83
Rajasthan,2018,4,Merchant payments,1985927,1172254323.97
Rajasthan,2018,4,Financial Services,311632,40412563.01
Rajasthan,2018,4,Others,352432,374501619.84
Rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.23
Rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.62
Rajasthan,2019,1,Merchant payments,3921438,1664209334.57
Rajasthan,2019,1,Financial Services,359993,36340412.58
Rajasthan,2019,1,Others,402042,373355289.56
Rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34
Rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.85
Rajasthan,2019,2,Merchant payments,9026751,3435472167.2
Rajasthan,2019,2,Financial Services,182685,34134486.76
Rajasthan,2019,2,Others,573881,461962878.51
Rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.58
Rajasthan,2019,3,Merchant payments,19646612,6705923742.56
Rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.6
Rajasthan,2019,3,Financial Services,217029,37899900.33
Rajasthan,2019,3,Others,583575,407796030.85
Rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.29
Rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.05
Rajasthan,2019,4,Merchant payments,20544791,9721826538.35
Rajasthan,2019,4,Financial Services,101805,25014672.38
Rajasthan,2019,4,Others,468477,227573686.58
Rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.89
Rajasthan,2020,1,Merchant payments,27880848,13643061482.36
Rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.81
Rajasthan,2020,1,Financial Services,72604,34466606.25
Rajasthan,2020,1,Others,404317,200968968.7
Rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.3
Rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.54
Rajasthan,2020,2,Merchant payments,20756594,14354151782.39
Rajasthan,2020,2,Financial Services,92875,76662259.21
Rajasthan,2020,2,Others,262619,142020149.83
Rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33
Rajasthan,2020,3,Merchant payments,45149210,27714680562.34
Rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.55
Rajasthan,2020,3,Financial Services,146383,113675141.51
Rajasthan,2020,3,Others,396352,193212778.71
Rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95
Rajasthan,2020,4,Merchant payments,67367264,46142484518.08
Rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97
Rajasthan,2020,4,Financial Services,169294,136058685.85
Rajasthan,2020,4,Others,560171,351480425.65
Rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.23
Rajasthan,2021,1,Merchant payments,96394132,61936457709.22
Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.34
Rajasthan,2021,1,Financial Services,192936,162581466.93
Rajasthan,2021,1,Others,491137,347689722.92
Rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.75
Rajasthan,2021,2,Merchant payments,97860493,69922875807.47
Rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.82
Rajasthan,2021,2,Financial Services,216441,186606893.61
Rajasthan,2021,2,Others,620957,422031947.6
Rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.9
Rajasthan,2021,3,Merchant payments,167819345,105548321875.06
Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.42
Rajasthan,2021,3,Financial Services,197211,190362135.86
Rajasthan,2021,3,Others,815568,524328574.25
Rajasthan,2021,4,Merchant payments,221774624,151967969235.02
Rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.92
Rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.93
Rajasthan,2021,4,Financial Services,265091,263180819.69
Rajasthan,2021,4,Others,1034011,656777820.76
Rajasthan,2022,1,Merchant payments,267467038,171182113048.26
Rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.17
Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.08
Rajasthan,2022,1,Financial Services,244029,243340851.71
Rajasthan,2022,1,Others,956656,556409604.91
Rajasthan,2022,2,Merchant payments,336900860,208238945148.44
Rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.72
Rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.56
Rajasthan,2022,2,Financial Services,170705,175399371.38
Rajasthan,2022,2,Others,838365,452454748.29
Rajasthan,2022,3,Merchant payments,398104319,230609701751.02
Rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.56
Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24
Rajasthan,2022,3,Financial Services,215235,220271929.84
Rajasthan,2022,3,Others,719925,449514643.61
Rajasthan,2022,4,Merchant payments,457778005,275194969877.52
Rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.52
Rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94
Rajasthan,2022,4,Financial Services,244442,270658680.98
Rajasthan,2022,4,Others,725173,500361375.69
Sikkim,2018,1,Recharge & bill payments,26965,4823943.54
Sikkim,2018,1,Peer-to-peer payments,13559,56334584.63
Sikkim,2018,1,Merchant payments,1349,1677583.14
Sikkim,2018,1,Financial Services,608,86906.82
Sikkim,2018,1,Others,1597,1727920.8
Sikkim,2018,2,Recharge & bill payments,45435,9465769.86
Sikkim,2018,2,Peer-to-peer payments,24237,127051984.39
Sikkim,2018,2,Merchant payments,2556,4713227.15
Sikkim,2018,2,Financial Services,562,218130.13
Sikkim,2018,2,Others,1788,2243974.01
Sikkim,2018,3,Recharge & bill payments,58421,12221506.19
Sikkim,2018,3,Peer-to-peer payments,43195,215547415.46
Sikkim,2018,3,Merchant payments,4521,5322296.75
Sikkim,2018,3,Financial Services,562,261766.8
Sikkim,2018,3,Others,1801,1727241.76
Sikkim,2018,4,Recharge & bill payments,79232,16713780.63
Sikkim,2018,4,Peer-to-peer payments,65451,351253329.74
Sikkim,2018,4,Merchant payments,7452,12637809.24
Sikkim,2018,4,Financial Services,717,596472.71
Sikkim,2018,4,Others,1681,1939965.75
Sikkim,2019,1,Peer-to-peer payments,121984,422987999.89
Sikkim,2019,1,Recharge & bill payments,96878,20711589.87
Sikkim,2019,1,Merchant payments,18346,11837344.85
Sikkim,2019,1,Financial Services,1225,191594.23
Sikkim,2019,1,Others,1854,2265105.53
Sikkim,2019,2,Peer-to-peer payments,172125,674044301.84
Sikkim,2019,2,Recharge & bill payments,142582,32535297.49
Sikkim,2019,2,Merchant payments,66722,28248001.03
Sikkim,2019,2,Financial Services,2294,310197.55
Sikkim,2019,2,Others,4521,3756445.53
Sikkim,2019,3,Peer-to-peer payments,203052,794235862.63
Sikkim,2019,3,Merchant payments,188753,52337322.53
Sikkim,2019,3,Recharge & bill payments,156125,33922224.89
Sikkim,2019,3,Financial Services,288,548142.9
Sikkim,2019,3,Others,4218,3672895.49
Sikkim,2019,4,Peer-to-peer payments,508471,1086457147.94
Sikkim,2019,4,Recharge & bill payments,181287,42705664.09
Sikkim,2019,4,Merchant payments,73992,43954548.8
Sikkim,2019,4,Financial Services,373,494076.35
Sikkim,2019,4,Others,2947,2898164.48
Sikkim,2020,1,Peer-to-peer payments,230413,954765350.19
Sikkim,2020,1,Recharge & bill payments,215586,53588505.84
Sikkim,2020,1,Merchant payments,79881,43201695.39
Sikkim,2020,1,Financial Services,345,175569.54
Sikkim,2020,1,Others,1893,1745150.99
Sikkim,2020,2,Recharge & bill payments,297620,78397187.11
Sikkim,2020,2,Peer-to-peer payments,186495,939900165.94
Sikkim,2020,2,Merchant payments,31442,34385184.66
Sikkim,2020,2,Financial Services,883,999656.07
Sikkim,2020,2,Others,1291,936594.48
Sikkim,2020,3,Recharge & bill payments,298885,83894642.67
Sikkim,2020,3,Peer-to-peer payments,245087,1255521152.97
Sikkim,2020,3,Merchant payments,49299,58337178.67
Sikkim,2020,3,Financial Services,1252,1795366.73
Sikkim,2020,3,Others,1912,1378387.62
Sikkim,2020,4,Peer-to-peer payments,334069,1711730126.58
Sikkim,2020,4,Recharge & bill payments,301382,90168624.05
Sikkim,2020,4,Merchant payments,95503,112478003.86
Sikkim,2020,4,Financial Services,1427,2361187.59
Sikkim,2020,4,Others,2654,2537863.03
Sikkim,2021,1,Peer-to-peer payments,403703,1965492629.58
Sikkim,2021,1,Recharge & bill payments,279679,93174110.11
Sikkim,2021,1,Merchant payments,112925,154183320.14
Sikkim,2021,1,Financial Services,1844,3027799.28
Sikkim,2021,1,Others,2038,1789867.73
Sikkim,2021,2,Peer-to-peer payments,473141,2125758496.62
Sikkim,2021,2,Recharge & bill payments,345495,103846501.52
Sikkim,2021,2,Merchant payments,153671,190473176.22
Sikkim,2021,2,Financial Services,1865,2851874.29
Sikkim,2021,2,Others,2542,1969531.03
Sikkim,2021,3,Peer-to-peer payments,595826,2582075089.38
Sikkim,2021,3,Recharge & bill payments,346173,111613776.76
Sikkim,2021,3,Merchant payments,213808,290732930.46
Sikkim,2021,3,Financial Services,1689,2624558.39
Sikkim,2021,3,Others,3098,2290508.82
Sikkim,2021,4,Peer-to-peer payments,831597,3548508409.66
Sikkim,2021,4,Recharge & bill payments,376078,136473754.4
Sikkim,2021,4,Merchant payments,369343,504586163.56
Sikkim,2021,4,Financial Services,2269,3162023.72
Sikkim,2021,4,Others,5058,4052910.3
Sikkim,2022,1,Peer-to-peer payments,916940,3650961081.0
Sikkim,2022,1,Merchant payments,449273,570784579.67
Sikkim,2022,1,Recharge & bill payments,371579,139135962.1
Sikkim,2022,1,Financial Services,2124,3062332.16
Sikkim,2022,1,Others,4386,3487320.93
Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.2
Sikkim,2022,2,Merchant payments,706658,847497607.09
Sikkim,2022,2,Recharge & bill payments,411189,162174479.7
Sikkim,2022,2,Financial Services,1758,1861284.8
Sikkim,2022,2,Others,4462,3070990.53
Sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.66
Sikkim,2022,3,Merchant payments,772650,830361400.96
Sikkim,2022,3,Recharge & bill payments,397207,153567926.32
Sikkim,2022,3,Financial Services,1538,2851319.55
Sikkim,2022,3,Others,3326,2396303.4
Sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.82
Sikkim,2022,4,Merchant payments,1033541,1096220774.26
Sikkim,2022,4,Recharge & bill payments,470639,181281682.32
Sikkim,2022,4,Financial Services,2049,2701971.79
Sikkim,2022,4,Others,3448,3025622.23
Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.4
Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934.09
Tamil Nadu,2018,1,Merchant payments,326510,272002057.17
Tamil Nadu,2018,1,Financial Services,115363,31876073.75
Tamil Nadu,2018,1,Others,305588,280132294.11
Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892955.81
Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388.1
Tamil Nadu,2018,2,Merchant payments,627918,517130320.47
Tamil Nadu,2018,2,Financial Services,167035,65402385.26
Tamil Nadu,2018,2,Others,298736,285794226.64
Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660.04
Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955.21
Tamil Nadu,2018,3,Merchant payments,1290978,733189649.57
Tamil Nadu,2018,3,Financial Services,191732,37049222.37
Tamil Nadu,2018,3,Others,332121,245838754.0
Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57
Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329567.82
Tamil Nadu,2018,4,Merchant payments,3145621,1742903221.43
Tamil Nadu,2018,4,Financial Services,228398,46571758.68
Tamil Nadu,2018,4,Others,451114,312185737.38
Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44
Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317014.87
Tamil Nadu,2019,1,Merchant payments,4195222,1924461188.99
Tamil Nadu,2019,1,Financial Services,193261,31217137.55
Tamil Nadu,2019,1,Others,377347,256742393.28
Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549.07
Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033639.85
Tamil Nadu,2019,2,Merchant payments,6296995,2690331792.51
Tamil Nadu,2019,2,Financial Services,70142,18334602.39
Tamil Nadu,2019,2,Others,437125,294847441.94
Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331408.54
Tamil Nadu,2019,3,Merchant payments,10344027,4079315732.66
Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354.42
Tamil Nadu,2019,3,Financial Services,88261,27213741.83
Tamil Nadu,2019,3,Others,453581,273599406.19
Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341.28
Tamil Nadu,2019,4,Merchant payments,16153034,6420193204.78
Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454397.56
Tamil Nadu,2019,4,Financial Services,60624,24332240.66
Tamil Nadu,2019,4,Others,410980,206859328.27
Tamil Nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28
Tamil Nadu,2020,1,Merchant payments,21541556,8950736938.22
Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239429.73
Tamil Nadu,2020,1,Financial Services,61427,41422107.81
Tamil Nadu,2020,1,Others,335871,176604658.39
Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12
Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159.48
Tamil Nadu,2020,2,Merchant payments,11477546,6909361871.63
Tamil Nadu,2020,2,Financial Services,78584,89189349.85
Tamil Nadu,2020,2,Others,138405,65529451.74
Tamil Nadu,2020,3,Peer-to-peer payments,31754077,123561080533.05
Tamil Nadu,2020,3,Merchant payments,20664887,12554589575.5
Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307.41
Tamil Nadu,2020,3,Financial Services,129671,158512062.55
Tamil Nadu,2020,3,Others,207434,90281020.16
Tamil Nadu,2020,4,Peer-to-peer payments,47800741,172196381789.49
Tamil Nadu,2020,4,Merchant payments,41297305,24417758781.65
Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013.16
Tamil Nadu,2020,4,Financial Services,153044,186775413.14
Tamil Nadu,2020,4,Others,364665,209735503.55
Tamil Nadu,2021,1,Peer-to-peer payments,57446279,206405230307.96
Tamil Nadu,2021,1,Merchant payments,53811885,30722779534.58
Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915388.74
Tamil Nadu,2021,1,Financial Services,170620,215319360.48
Tamil Nadu,2021,1,Others,301617,208899281.88
Tamil Nadu,2021,2,Peer-to-peer payments,60812902,216379027686.3
Tamil Nadu,2021,2,Merchant payments,52048347,33504798112.88
Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942.26
Tamil Nadu,2021,2,Financial Services,192614,225113402.66
Tamil Nadu,2021,2,Others,351547,223054882.45
Tamil Nadu,2021,3,Merchant payments,85074941,52932187058.58
Tamil Nadu,2021,3,Peer-to-peer payments,83833356,296121079294.83
Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287081.61
Tamil Nadu,2021,3,Financial Services,182097,246146707.28
Tamil Nadu,2021,3,Others,515319,294622911.63
Tamil Nadu,2021,4,Merchant payments,117578360,70539086832.14
Tamil Nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23
Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178477.53
Tamil Nadu,2021,4,Financial Services,228761,275850497.09
Tamil Nadu,2021,4,Others,691914,400412189.8
Tamil Nadu,2022,1,Merchant payments,139788772,81798208975.87
Tamil Nadu,2022,1,Peer-to-peer payments,119383791,409631710258.45
Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141.1
Tamil Nadu,2022,1,Financial Services,241201,298216135.38
Tamil Nadu,2022,1,Others,579955,355987089.83
Tamil Nadu,2022,2,Merchant payments,179245529,100813133534.03
Tamil Nadu,2022,2,Peer-to-peer payments,136341691,464333108374.57
Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663683.79
Tamil Nadu,2022,2,Financial Services,202498,233054908.97
Tamil Nadu,2022,2,Others,459948,277767177.03
Tamil Nadu,2022,3,Merchant payments,202149276,109801011246.16
Tamil Nadu,2022,3,Peer-to-peer payments,148805657,493880482824.98
Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703.17
Tamil Nadu,2022,3,Financial Services,217741,238069828.17
Tamil Nadu,2022,3,Others,404438,265434770.79
Tamil Nadu,2022,4,Merchant payments,229308285,118847998736.56
Tamil Nadu,2022,4,Peer-to-peer payments,162920305,526511418812.77
Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171.39
Tamil Nadu,2022,4,Financial Services,295740,334812023.57
Tamil Nadu,2022,4,Others,400402,275988847.15
Telangana,2018,1,Recharge & bill payments,4209319,831912767.59
Telangana,2018,1,Peer-to-peer payments,3307245,11748268950.76
Telangana,2018,1,Merchant payments,351474,282899066.61
Telangana,2018,1,Financial Services,262876,57011875.36
Telangana,2018,1,Others,391852,388111458.21
Telangana,2018,2,Peer-to-peer payments,4784079,20748520742.58
Telangana,2018,2,Recharge & bill payments,4686542,1274130053.83
Telangana,2018,2,Merchant payments,701082,551696487.32
Telangana,2018,2,Financial Services,277805,85498213.25
Telangana,2018,2,Others,315162,357356020.67
Telangana,2018,3,Peer-to-peer payments,11560952,29253505738.83
Telangana,2018,3,Recharge & bill payments,5328881,1568136060.63
Telangana,2018,3,Merchant payments,1770075,855534175.48
Telangana,2018,3,Financial Services,307312,52554123.97
Telangana,2018,3,Others,365483,300363110.81
Telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74
Telangana,2018,4,Recharge & bill payments,7121135,2165870863.17
Telangana,2018,4,Merchant payments,5315161,2356841304.96
Telangana,2018,4,Financial Services,392423,64569231.24
Telangana,2018,4,Others,521147,380139546.94
Telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49
Telangana,2019,1,Merchant payments,12341901,4144368545.54
Telangana,2019,1,Recharge & bill payments,11525394,3619117615.49
Telangana,2019,1,Financial Services,463688,54547989.28
Telangana,2019,1,Others,470752,343989909.88
Telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16
Telangana,2019,2,Merchant payments,25682382,8442740781.47
Telangana,2019,2,Recharge & bill payments,16225017,5603477828.55
Telangana,2019,2,Financial Services,252173,43627344.86
Telangana,2019,2,Others,709213,490894328.39
Telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36
Telangana,2019,3,Merchant payments,44035953,14308557740.55
Telangana,2019,3,Recharge & bill payments,16437222,6793699069.39
Telangana,2019,3,Financial Services,183163,39617186.74
Telangana,2019,3,Others,857925,445278745.38
Telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99
Telangana,2019,4,Merchant payments,59347809,21510626607.08
Telangana,2019,4,Recharge & bill payments,20797056,9561315124.6
Telangana,2019,4,Financial Services,137291,33453857.4
Telangana,2019,4,Others,703042,294688962.66
Telangana,2020,1,Peer-to-peer payments,95668911,327641798044.81
Telangana,2020,1,Merchant payments,76818285,31076431477.91
Telangana,2020,1,Recharge & bill payments,26324268,12324266104.56
Telangana,2020,1,Financial Services,88184,59500639.39
Telangana,2020,1,Others,509877,241784101.55
Telangana,2020,2,Peer-to-peer payments,76683293,279478553909.74
Telangana,2020,2,Merchant payments,44181999,26712043204.89
Telangana,2020,2,Recharge & bill payments,30885875,15106945863.86
Telangana,2020,2,Financial Services,116776,134169906.75
Telangana,2020,2,Others,187200,100126467.19
Telangana,2020,3,Peer-to-peer payments,116668399,437459188905.05
Telangana,2020,3,Merchant payments,86836471,49743225885.18
Telangana,2020,3,Recharge & bill payments,32352860,18378477087.58
Telangana,2020,3,Financial Services,195857,223377023.51
Telangana,2020,3,Others,318539,156875854.55
Telangana,2020,4,Peer-to-peer payments,160607487,591976601278.52
Telangana,2020,4,Merchant payments,143897953,81725950703.21
Telangana,2020,4,Recharge & bill payments,38174710,22006183348.8
Telangana,2020,4,Financial Services,230134,275357720.02
Telangana,2020,4,Others,733503,366346176.41
Telangana,2021,1,Merchant payments,185230619,95927278280.53
Telangana,2021,1,Peer-to-peer payments,179738195,676276353116.84
Telangana,2021,1,Recharge & bill payments,46371555,26447601338.53
Telangana,2021,1,Financial Services,262473,320153410.18
Telangana,2021,1,Others,969268,387877900.5
Telangana,2021,2,Peer-to-peer payments,230861833,872151973637.88
Telangana,2021,2,Merchant payments,205232899,123207789311.3
Telangana,2021,2,Recharge & bill payments,58637866,31877277168.34
Telangana,2021,2,Financial Services,278546,300569264.14
Telangana,2021,2,Others,856400,420723415.92
Telangana,2021,3,Merchant payments,286735350,159227310549.39
Telangana,2021,3,Peer-to-peer payments,271436926,981754679241.04
Telangana,2021,3,Recharge & bill payments,62744121,36434881136.02
Telangana,2021,3,Financial Services,235519,329138539.46
Telangana,2021,3,Others,1734852,543116826.34
Telangana,2021,4,Merchant payments,376584215,212974766412.02
Telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.02
Telangana,2021,4,Recharge & bill payments,66477036,44760398983.31
Telangana,2021,4,Financial Services,298871,392141743.67
Telangana,2021,4,Others,855060,639658842.9
Telangana,2022,1,Merchant payments,449186799,243841863780.68
Telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.7
Telangana,2022,1,Recharge & bill payments,66352138,50470450179.88
Telangana,2022,1,Financial Services,284035,394283511.94
Telangana,2022,1,Others,2582005,642005688.77
Telangana,2022,2,Merchant payments,565370506,307468406704.91
Telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.84
Telangana,2022,2,Recharge & bill payments,75099130,63136761649.39
Telangana,2022,2,Financial Services,245023,324857780.56
Telangana,2022,2,Others,611316,470432687.39
Telangana,2022,3,Merchant payments,880414292,447150646953.74
Telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53
Telangana,2022,3,Recharge & bill payments,119779835,87937210666.27
Telangana,2022,3,Financial Services,340458,442783619.09
Telangana,2022,3,Others,800064,621900924.44
Telangana,2022,4,Merchant payments,1002521735,491556008133.54
Telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.85
Telangana,2022,4,Recharge & bill payments,121188131,92136759501.42
Telangana,2022,4,Financial Services,401838,498719426.01
Telangana,2022,4,Others,782297,680680558.33
Tripura,2018,1,Recharge & bill payments,86819,14079439.57
Tripura,2018,1,Peer-to-peer payments,44844,112229994.98
Tripura,2018,1,Financial Services,4842,672247.59
Tripura,2018,1,Merchant payments,4833,6080959.88
Tripura,2018,1,Others,6819,4916272.51
Tripura,2018,2,Recharge & bill payments,118171,22554398.15
Tripura,2018,2,Peer-to-peer payments,73821,197666881.87
Tripura,2018,2,Merchant payments,9621,10570951.15
Tripura,2018,2,Financial Services,6925,1264101.9
Tripura,2018,2,Others,6021,4835385.63
Tripura,2018,3,Peer-to-peer payments,186065,398867427.32
Tripura,2018,3,Recharge & bill payments,156308,33484811.21
Tripura,2018,3,Merchant payments,21476,16092396.41
Tripura,2018,3,Financial Services,8106,1080000.01
Tripura,2018,3,Others,5748,4338753.08
Tripura,2018,4,Recharge & bill payments,204720,38334816.66
Tripura,2018,4,Peer-to-peer payments,179739,549068822.37
Tripura,2018,4,Merchant payments,50888,31066467.63
Tripura,2018,4,Financial Services,6441,1023126.82
Tripura,2018,4,Others,6271,5392365.97
Tripura,2019,1,Peer-to-peer payments,296993,679165332.81
Tripura,2019,1,Recharge & bill payments,227997,44429378.42
Tripura,2019,1,Merchant payments,46642,28109966.32
Tripura,2019,1,Financial Services,4189,461473.59
Tripura,2019,1,Others,5105,4728790.47
Tripura,2019,2,Peer-to-peer payments,240776,751113516.23
Tripura,2019,2,Recharge & bill payments,218649,48989430.61
Tripura,2019,2,Merchant payments,64829,35275706.83
Tripura,2019,2,Financial Services,1899,339184.33
Tripura,2019,2,Others,6405,6103644.85
